external_id,title,text,topic,topic_score
1cb3ae2d-7b64-4c31-a6f8-5e1f1845165a,Merz besucht Heimatprovinz von Indiens Premier Modi,"Kanzler Merz lässt den deutschen Schneewinter für zwei Tage hinter sich und besucht Indien. Sein Ziel: die politischen und wirtschaftlichen Beziehungen zu stärken. Ein Experte rät zu Fingerspitzengefühl.

Von Evi Seibert, ARD-Hauptstadtstudio

Es ist ein besonderer Auftakt dieser Indien-Reise: Der Kanzler fliegt nicht in die Hauptstadt Neu-Delhi - sondern in die Heimat von Premierminister Narendra Modi. Der hat ihn in die Provinz Gujarat eingeladen. Neben politischen Gesprächen besucht Friedrich Merz dort auch ein Drachen-Festival und eine Gedenkstätte für den indischen Unabhängigkeitshelden Mahatma Gandhi.

Die Bundesregierung wertet diese persönliche Einladung als Zeichen besonderer Wertschätzung. Die indische Regierung wiederum weiß zu deuten, was es heißt, dass der deutsche Kanzler bei seinem ersten Asien-Besuch zuerst nach Indien kommt - und nicht China den Vorrang gibt.

Deutschland und Indien eint die Weltlage

Die Bundesregierung will engere Beziehungen zu Indien, die weltpolitische Lage erfordert neue Bündnisse. Der Zeitpunkt ist günstig, glaubt auch Indien-Experte Tobias Scholz von der Stiftung Wissenschaft und Politik: ""Indien und Deutschland eint letztendlich, dass sie ",Politik,0.40435445
deb29e57-6816-406a-9cae-0c8c6fbbb2cd,Grünkohl-Smoothies und Pinkel: Niedersachsen auf der Grünen Woche,"Landwirtschaft, Lebensmittelhersteller und Tourismusverbände präsentieren zehn Tage bei der Grünen Woche in Berlin kulinarische und regionale Spezialitäten aus Niedersachsen.

Von Katharina Seiler

Die Marketinggesellschaft für niedersächsische Agrarprodukte hat die Niedersachsenhalle neu gestaltet, um der zuletzt etwas kahl wirkenden Halle mehr Flair zu verleihen. In diesem Jahr wird sie wie ein Dorfplatz gestaltet sein. Die Bühne und das Café in der Mitte werden von einem oval verlaufenden Gang umrundet, der durch die niedersächsischen Regionen führt. Vom Alten Land, der Elbe-Wendland-Region, der Lüneburger Heide, Südostniedersachsen über das Weserbergland bis zum Oldenburger Münsterland.

Niedersächsische Aussteller zeigen Klassiker und Neuheiten

Zu den 90 Ausstellern gehören altbekannte wie die Landesvereinigung der Milchwirtschaft, die Landjugend oder der Hof Behn - ein Familienbetrieb aus der Nähe von Wolfsburg, der sich auf Getreide, Speiseöle und Honig aus eigener Produktion spezialisiert hat. Neu dabei ist unter anderem der Hof Alvermann, der Bio-Wein aus der Lüneburger Heide anbietet. Und natürlich wird auch der Grünkohl in der Niedersachsenhalle nicht fehlen - ob klassi",Infrastruktur,0.6180301
ac176840-d9cc-468b-8a0a-c998b42663a8,Eisiger Winter macht Hamburger Schiffsverkehr Probleme,"Dieser Januar wird voraussichtlich der kälteste seit 16 Jahren in Hamburg. Das hat der Deutsche Wetterdienst (DWD) bestätigt. In den nächsten Tagen werden die Temperaturen noch sinken. Auf der Elbe sind die Eisbrecher weiterhin im Einsatz und kleinere Schiffe liegen fest.

Im Hauptstrom halten die Eisbrecher die Schollen in Bewegung - aber nicht in den Fleeten. In der Speicherstadt ist das Eis deswegen inzwischen zu dicht für den Schiffsverkehr. Das bedeutet Liegezeit für die kleineren Barkassen.

Keine Fahrten in die kleineren Fleete

Die Fahrten in die kleineren Fleete fallen aus, denn das Eis kann die Schiffsschrauben und den Anstrich beschädigen. An den Landungsbrücken berichten einige Schiffsführer von Barkassen, die sich in der Speicherstadt festgefahren haben.

Eisbrecher sichern die Kohleversorgung

Weiter flussaufwärts halten die Eisbrecher auch das Kraftwerk Tiefstack am Laufen. Ohne diese würden die Schiffe, die die Kohle liefern, das Kraftwerk nicht erreichen. Die Hamburger Energiewerke haben die Eisbrecher seit dem Wintereinbruch beauftragt.

Es bleibt kalt in Hamburg

Und es bleibe weiter kalt, prognostiziert der DWD. Es werde voraussichtlich der kälteste Januar seit ",Infrastruktur,0.4860186
33870772-9e28-4af1-9327-24d94e39bd5e,Wasserrohrbruch in Wolfsburg beeinträchtigt Stadtverkehr,"Wegen der Kälte war die Trinkwasserleitung eines Hotels geplatzt. Wegen der Reparaturarbeiten kam es zeitweise zu Stau.

Ein Wasserrohrbruch in Wolfsburg hat am Mittwochmorgen für erhebliche Probleme im Stadtverkehr gesorgt. Wie eine Sprecherin des Netzbetreibers LSW dem NDR Niedersachsen mitteilte, war eine Trinkwasserleitung eines Hotels in der Nacht geplatzt. Zuvor hatte sich den Angaben zufolge ein Riss in der Leitung gebildet, offenbar aufgrund der Kälte. Durch die Reparaturen staute es sich laut Polizei im Berufsverkehr am Mittwochmorgen auf mehreren Kilometern. Der LSW-Sprecherin zufolge sollte die Wasserversorgung im Laufe des Nachmittags wieder hergestellt sein. Danach beginne die Reparatur der Straße. Diese könne allerdings bis zu zwei Wochen dauern, so die Sprecherin weiter. Eine Umleitung soll eingerichtet werden.",Infrastruktur,0.42897108
75551124-78ba-4b8f-905f-d6c38ffac6b1,Schwerin: Viele Baustellen für besseren Radverkehr,"Die Stadt Schwerin baut in diesem Jahr Radwege aus und richtet eine Fahrradstraße ein.

In Schwerin stehen in diesem Jahr neue Radweg-Baustellen an. Mitte des Jahres soll ein Teil der Mecklenburgstraße zur Fahrradstraße werden. Außerdem soll eine wichtige Kreuzung der Lübecker, Gadebuscher und Grevesmühlener Straße umgebaut werden. Dadurch soll sie für Radfahrer besser zu befahren sein, heißt es von der Initiative Radentscheid Schwerin. Die Hamburger Allee soll saniert werden und dann eine drei Meter breite Radspur bekommen. Hier kritisiert der Radentscheid, dass diese nicht baulich vom Autoverkehr getrennt werden soll. Ein Fahrrad-Parkhaus am Hauptbahnhof wird aktuell gebaut.",Infrastruktur,0.5715145
tagesschau_fm-story-rbb_gruene-woche-messe-landwirtschaft-ernaehrung-berlin,Messe Grüne Woche feiert hundertjähriges Jubiläum in Berlin,"Wenn die Grüne Woche am Freitag ihre Pforten zum 90. Mal öffnet, feiert sie ihr hundertjähriges Jubiläum. Denn zum ersten Mal abgehalten wurde die weltgrößte Agrar- und Lebensmittelschau 1926. In diesem Jahr sind 1.600 Aussteller aus über 50 Ländern dabei.

Grüne Woche findet vom 16. bis 25. Januar statt1.600 Aussteller aus mehr als 50 Ländern sind dabeiMecklenburg-Vorpommern ist in diesem Jahr PartnerlandParallel zur Messe sind Proteste angekündigt

Am Freitag öffnet die Berliner Grüne Woche in ihrer 90. Ausgabe ihre Pforten. Die weltgrößte Agrar- und Lebensmittelschau zeigt dann einmal mehr, was Landwirtschaft heute so kann. Und ein runder Geburtstag ist auch dabei: 1926 wurde sie zum ersten Mal abgehalten. Weil sie aber unter anderem während des Zweiten Weltkriegs und während der Corona-Pandemie nicht stattfand, ist die diesjährige Ausgabe der Grünen Woche nicht die 100. ""Seit 100 Jahren begleitet und gestaltet die Grüne Woche den Wandel von Ernährung, Landwirtschaft und Gartenbau"", sagte Dr. Mario Tobias, Vorsitzender der Geschäftsführung der Messe Berlin GmbH anlässlich des Jubiläums.

Produkte, Trends und Ideen aus über 50 Ländern

Für die diesjährige Ausgabe haben nach Angab",Kultur,0.42237324
tagesschau_fm-story-swr-6b81a9b9-b46f-3dab-a312-36329dbbf33f,Hohe Lawinenwarnstufe: Mehrere Abgänge in Vorarlberg und der Ostschweiz,"Mehrere Lawinenabgänge am Wochenende zeigen die große Gefahr in den Bergen. Zwei Menschen wurden verletzt. Polizei und Rettung warnen eindringlich vor Fahrten abseits der Piste.

Von Friederike Fiehler

Am Sonntag haben Wintersportler einen Lawinenabgang am Flumserberg in der Ostschweiz gemeldet. Die Lawine war neben der markierten Piste im Bereich Prodkamm abgegangen. Das bestätigte die Kantonspolizei St. Gallen.

Da nicht klar war, ob Menschen verschüttet wurden, begann eine aufwendige Suche. Alpine Rettung, Lawinenhunde und mehrere Hubschrauber waren im Einsatz. Die Suche dauerte rund drei Stunden.

Am Ende fanden die Einsatzkräfte keine Betroffenen. Die Polizei appelliert dennoch eindringlich an Wintersportlerinnen und Wintersportler. Wer abseits der Piste unterwegs ist, soll sich bei einem Lawinenabgang sofort melden. So können unnötige Suchaktionen vermieden werden.

Zwei Menschen verletzt: Lawine in Zürs

Bereits am Samstag war es oberhalb von Zürs in Vorarlberg zu einem Lawinenabgang gekommen. Zwei deutsche Skifahrer waren abseits der gesicherten Pisten unterwegs. Laut Polizei Vorarlberg ereignete sich der Unfall gegen 10.30 Uhr am Trittkopf.

Die Männer querten einen sehr ",Infrastruktur,0.5000051
6f68e94a-8c45-4883-ab7c-a11a9413dc64,Pfefferspray in Bar versprüht: Sieben Verletzte in Hildesheim,"Barbesitzer und Gäste verfolgen Verursacher und halten ihn fest. Laut Polizei war der 26-Jährige stark alkoholisiert.

In einer Bar in Hildesheim sind sieben Menschen durch Pfefferspray leicht verletzt worden. Wie die Polizei mitteilte, versprühte ein 26-jähriger Mann am frühen Sonntagmorgen Reizmittel in der Bar. Demnach war der 26-jährige Verdächtige betrunken und setzte das Pefferspray ungezielt frei. Die Opfer klagten den Angaben zufolge im Anschluss über Atemnot. Allerdings sei bei keinem der Opfer unmittelbare medizinische Versorgung notwendig gewesen, hieß es. Der 26-Jährige sei geflüchtet. Nach Angaben der Polizei verfolgten der Barbesitzer sowie weitere Gäste den Mann und konnten ihn bis zum Eintreffen der Beamten festhalten. Die Polizei ermittelt nun wegen gefährlicher Körperverletzung gegen den 26-Jährigen.

NDR 1 Niedersachsen | Aktuell | 18.01.2026 | 11 Uhr | NDR.de | Sieben Verletzte nach Einsatz von Pfefferspray | 18.01.2026 | 10:11 Uhr",Vermischtes,0.3297453
8f91b68b-35cc-4ea8-b970-b0a7c9bf8027,Warum traumatisierte Flüchtlinge in Zukunft weniger Hilfe bekommen ,"Weniger Hilfe für Menschen mit schweren Traumata: Wegen neuer Förderregeln geraten psychosoziale Zentren für Geflüchtete in Bedrängnis. Für Betroffene kann das gravierende Folgen haben.

Von Jette Studier

Für Janan Shokoohi Far aus dem Iran war das Ankommen in Rostock nicht leicht. Die 39-Jährige kam mit ihren beiden Söhnen allein nach Deutschland. Sie litt unter Stress und Ängsten, berichtet von Panikattacken. ""Ich wusste nicht, wo ich anfangen und wie es weitergehen sollte und ob ich überhaupt in Deutschland leben kann"", erzählt sie heute. Janan Shokoohi Far hatte im Iran ihren Mann verloren. Weil sie als Frau in der Islamischen Republik nicht allein mit ihren Söhnen leben darf, sollte sie zwangsverheiratet werden, erzählt sie heute. Die junge Frau verlässt mit ihren Kindern das Land. Auch diese Geschichte verfolgt sie: ""Die Traumata aus meiner Vergangenheit und meiner Heimat haben mich sehr unter Druck gesetzt"".

Psychosoziale Hilfe unter Druck

Psychologische Hilfe sucht Janan Shokoohi Far zunächst vergeblich und bekommt sie erst als eine Mitarbeiterin ihrer Rostocker Flüchtlingsunterkunft sie vor zwei Jahren auf das Psychosoziale Zentrum (PSZ) in der Hansestadt aufmerksam mac",Politik,0.4173652
e6999ecc-f413-4a61-a22a-e19b268a6491,Stralsund: Werfthalle soll nach Bleibelastung gereinigt werden,"Nachdem bei neun von neunzehn Werftarbeitern erhöhte Bleiwerte im Blut festgestellt wurden, reagiert die Stadt Stralsund. Auch das LAGuS ist eingeschaltet.

Auf der Bürgerschaftssitzung am Donnerstagabend in Stralsund (Landkreis Vorpommern-Rügen) hat Oberbürgermeister Alexander Badrow (CDU) angekündigt, die große Halle der Volkswerft professionell reinigen zu lassen. Zuvor waren Mitarbeiter der früheren Fosen-Werft davon ausgegangen, dass sie bei Arbeiten an Traditionsschiffen mit Blei kontaminiert wurden.

Deutlich überschrittene Grenzwerte

Die Stadt hatte daraufhin in Abstimmung mit dem Landesamt für Gesundheit und Soziales (LAGuS) Untersuchungen angeschoben. ""Die Messung der Raumluft hat ergeben, dass die strengen Arbeitsplatz-Grenzwerte deutlich unterschritten sind"", so Badrow. Zudem seien Proben in verschiedenen Bereichen von ölgebundenen Ablagerungen genommen worden.

Bleistaub muss aus Halle entfernt werden

Laut LAGuS ist nahezu in der gesamten Halle Staub mit unterschiedlichen Bleikonzentrationen gefunden worden. Dieser müsse aus der Halle entfernt werden. Dazu würden aktuell Maßnahmen ergriffen. Eine gesundheitliche Gefährdung bestehe aber nur bei oraler Aufnahme von Ble",Infrastruktur,0.47127593
tagesschau_fm-story-swr-78f3a429-35e4-36e3-9aaa-e0840c0559d6,Eifeler Sternsinger besuchen Berlin,"Vier Sternsinger aus Hetzerath sind vom Bistum Trier für eine Fahrt nach Berlin ausgelost worden. Eigentlich sollten sie den Kanzler Merz treffen. Doch der hatte keine Zeit.

Von Christian Altmayer

Emil, Klara, Lotta und Paul können es noch immer nicht glauben. Die vier Sternsinger aus Hetzerath waren in Berlin.

""Als ich es gehört habe, habe ich mich sehr gefreut und ich musste das erst mal realisieren"", sagt der 14-jährige Paul Körner. Aus Hunderten Gruppen wurden die vier Kinder ausgelost, um das Bistum Trier beim Empfang der deutschen Sternsinger im Kanzleramt zu vertreten. In den vergangenen Jahren hatten sie sich immer wieder beworben. ""Obwohl wir wussten, dass es fast unmöglich ist, dass es klappt.""

Keine Nachwuchsprobleme in Hetzerath

Paul ist mit 14 einer der ältesten Sternsinger im Dorf. Seit Jahren zieht er mit seinen Geschwistern verkleidet als Caspar, Melchior und Balthasar, von Tür zu Tür. Sie sprechen den Segen und sammeln Spenden für Kinder in Not.

Weil sie schon so lange dabei sind, wurden sie auch unter den fast 60 Sternsingern im Ort ausgewählt. Nach Angaben des Bistums ist auch das seine Besonderheit: In vielen Dörfern wird es immer schwieriger, Kinder und J",Infrastruktur,0.5735386
tagesschau_fm-story-br24-VALv56A,Regensburg–Nürnberg: Mammutbaustelle startet mit 2.000 Arbeitern,"Es werden lange Monate für Bahnkunden – die DB saniert die Bahnstrecke zwischen Regensburg und Nürnberg. Die Strecke wird dabei gesperrt. Fahrgäste müssen auf Busse umsteigen, die Fahrzeit verlängert sich dabei erheblich. Was Sie wissen müssen:

Von Tanja Gorges

Die Bahnstrecke zwischen Regensburg und Nürnberg – eine der wichtigsten Verkehrsachsen in Bayern – steht ab Freitag still: Bis zum 10. Juli wird die Strecke für rund fünf Monate komplett für den Bahnverkehr gesperrt. Am Abend fahren die vorerst letzten Regionalzüge.

Die erste von sieben Großbaustellen

Grund ist eine umfangreiche Generalsanierung mit dem Ziel, die Infrastruktur langfristig robuster, zuverlässiger und zukunftsfähig zu machen. Die Generalsanierung der Strecke Nürnberg–Regensburg ist die erste von sieben geplanten Großbaustellen der Bahn im Freistaat. Die Strecke gehört mit über 350 Zügen täglich zu den verkehrsreichsten Strecken in Bayern. Zudem ist sie ein wichtiger Bestandteil der europäischen Verkehrsachse Rhein-Donau.

Zum offiziellen Spatenstich am Bahnhof in Neumarkt in der Oberpfalz haben sich Gerd-Dietrich Bolte, Vorstand für Infrastrukturprojekte und -planung der DB InfraGO, der Parlamentarische St",Infrastruktur,0.6277262
tagesschau_fm-story-br24-V7iTB2F,Nach Hackerangriff: Notaufnahme in Roth ist wieder erreichbar,"Einen Tag nach dem Angriff auf das IT-Netzwerk der Kreisklinik Roth ist die Notaufnahme des Krankenhauses wieder erreichbar. Nur Schlaganfallpatienten müssten über Nacht weiterhin auf umliegende Krankenhäuser umgeleitet werden, so eine Mitteilung.

Von Vera Held, BR24  Redaktion

Weil Unbekannte am Mittwoch einen Angriff auf das IT-Netzwerk der Kreisklinik Roth starteten, wurde die Notaufnahme des Krankenhauses kurzzeitig geschlossen. Seit heute ist sie wieder erreichbar. Lediglich Schlaganfallpatienten müssen noch über Nacht auf umliegende Krankenhäuser umgeleitet werden. Das teilen die Klinik und das Landratsamt Roth am Donnerstag mit.

Zu Artikel: Cybercrime – Sicherheitslage in Bayern ""angespannt""

Die Kreisklinik Roth hatte die Notaufnahme wegen des Cyberangriffes abmelden müssen. Die Verantwortlichen hatten die Internet-Verbindung nach außen am Mittwochnachmittag gegen 11.30 Uhr vorsorglich abgeschaltet. Es sei zu einem ""externen Zugriff"" auf das Netzwerk gekommen, heißt es in der Mitteilung. Unter anderem waren daraufhin Empfang und Versand von radiologischen Aufnahmen nicht mehr möglich.

Regionale Notfallversorgung war gesichert - Faxgeräte im Einsatz

Die Notfallversorgun",Vermischtes,0.26172876
4605c7bd-d5f3-4ebe-9869-0beac64c62cf,Brand in Wolfenbüttel: 38-jähriger Verdächtiger festgenommen,"Der Bewohner des Mehrfamilienhauses soll vermutlich Benzin im Treppenhaus verschüttet und angezündet haben.

Nach einem Feuer in der Nacht zu Freitag in Wolfenbüttel verdächtigt die Staatsanwaltschaft einen 38-Jährigen der Brandstiftung. Der Staatsanwaltschaft Braunschweig zufolge wurde der Mann ""quasi auf frischer Tat"" festgenommen. Sie geht davon aus, dass der Bewohner des Mehrfamilienhauses im Treppenhaus eine brennbare Flüssigkeit verschüttet und angezündet hat. Vermutlich habe es sich um Benzin gehandelt, so die Staatsanwaltschaft weiter. Der Mann sollte noch am Vormittag dem Haftrichter vorgeführt werden. Bei dem Brand musste die Feuerwehr nach eigenen Angaben drei Menschen mit einer Drehleiter retten, schlussendlich sei aber niemand verletzt worden. Nach Angaben der Staatsanwaltschaft blieb auch ein größerer Brandschaden aus. Allerdings sei das Gebäude stark verrußt und aktuell noch nicht begehbar.",Vermischtes,0.32811773
4965971a-29ab-406a-a59d-d659ce02efdb,Deutschland wohnt kleiner,"Die durchschnittliche Größe einer Wohnung in Deutschland wird einer Studie zufolge in den kommenden Jahren sinken - erstmals seit Jahrzehnten. Das liegt nicht nur an hohen Immobilienpreisen.

Von Paula Protzen, ARD-Finananzredaktion

Nach Jahrzehnten kontinuierlich wachsender Wohnflächen deutet sich einer Studie zufolge eine Trendwende an. Erstmals seit Beginn der Erhebungen stagniert die durchschnittliche Wohnungsgröße in Deutschland - und in den kommenden Jahren dürfte sie sogar schrumpfen, ergab eine Untersuchung des Deutschen Instituts für Wirtschaftsforschung (DIW).

Zwischen 1965 und 2024 erhöhte sich die durchschnittliche Wohnungsgröße laut DIW um mehr als ein Drittel  - von 69 auf 94 Quadratmeter. Auch die Wohnfläche pro Person ist in dieser Zeit stark angestiegen. Von knapp 20 auf gut 49 Quadratmeter hat sie sich sogar mehr als verdoppelt.

Doch seit etwa 2005 werden Neubauwohnungen wieder kleiner, fanden die Berliner Forscher heraus. Das mache sich nach und nach auch im Bestand bemerkbar: Bis 2050 dürfte die durchschnittliche Wohnung etwa sechs Quadratmeter kleiner sein als heute und bei etwa 88,5 Quadratmetern liegen.

Gegenläufig ist dabei der Trend bei Ein- oder Zweifa",Infrastruktur,0.45189548
tagesschau_fm-story-rbb_berlin-klimapakt-landeseigene-unternehmen-klimaschutz,"Berliner Klimapakt: Landeseigene Unternehmen sollen 13,8 Milliarden in Klimaschutz investieren","Bis 2030 will Berlin seinen CO2-Ausstoß massiv reduzieren. Die landeseigenen Unternehmen sollen deshalb eine Milliardensumme investieren, um klimafreundlicher zu werden. Der Senat verpflichtet sich einen Milliardenbeitrag bereitzustellen.

Berlins landeseigene Unternehmen und Senat vereinbaren Investitionen in KlimaschutzZiel ist eine schnelle und deutliche Absenkung des CO2-AusstoßesUmbau insbesondere bei Wärmeversorgung notwendig

Berlins landeseigene Unternehmen sollen bis 2030 rund 13,8 Milliarden Euro in den Klimaschutz investieren. Eine entsprechende Vereinbarung haben Vertreter des schwarz-roten Senats und von 22 Unternehmen von den Wasserbetrieben bis zur Berliner Immobilienholding im Roten Rathaus unterzeichnet. Der Senat stellt für den sogenannten Klimapakt zusätzlich 2,3 Milliarden Euro zur Verfügung. Das Ziel ist, die Kohlendioxidemissionen erheblich zu verringern, bis 2045 um 95 Prozent und bereits bis 2030 um 70 Prozent im Vergleich zu 1990. Diese Daten sieht das Berliner Klimaschutz- und Energiewendegesetz vor.

Insbesondere Wärmeversorgung soll klimafreundlicher werden

Es sei ein Klimaschutzpaket, das es in Berlin so noch nicht gegeben habe, sagte der Regierende Bü",Umwelt,0.523072
tagesschau_fm-story-WDR-7e1f9eb3-b47d-43b3-9d04-d6c5ad8b5626,"Grimme-Preis 2026: Tatort, Joko & Klaas und neunmal WDR nominiert","Das Grimme-Institut in Marl hat die Nominierungen für den Grimme-Preis 2026 bekannt gegeben. Darunter sind viele bekannte Namen.

Von Daniel Chur

750 Einreichungen, 71 Nominierungen - so ist die Ausgangslage für den Grimme-Preis in diesem Jahr. ""Die Nominierungen für den diesjährigen Grimme-Preis spiegeln eindrucksvoll die Vielfalt und Stärke des aktuellen Fernsehjahres wider“, so die Geschäftsführerin des Grimme-Instituts, Çiğdem Uzunoğlu.

Cold Cases und Retro-Vibes

Freuen könnte sich unter anderem der Tatort im Ersten. Gleich mit seinem ersten Fall wird das neue Frankfurter Ermittlerduo nominiert, gespielt von Melika Foroutan und Edin Hasanović. In ""Dunkelheit"" vom Hessischen Rundfunk geht es um einen unaufgeklärten Mord, einen ""Cold Case"". Angelehnt übrigens an den realen Fall des sogenannten ""Hessen-Rippers"" aus den neunziger Jahren.

Der Tatort ist genau so in der Kategorie ""Fiktion"" nominiert, wie die Serie ""Chabos"" bei ZDFneo. Die greift das Leben im Ruhrpott in den frühen Zweitausendern auf. Humorvoll, aber auch tiefgründig wird hier auf die Freundschaft mehrerer Jugendlicher im Duisburg aus der Perspektive von heute geblickt.

Die Maus mit sensiblem Thema nominiert

Der",Vermischtes,0.345453
tagesschau_fm-story-rbb_zehdenick-buergermeister-alexander-kretzschmar-oberhavel-abwahl-buergerentscheid,Bürgerentscheid am Sonntag: Menschen in Zehdenick entscheiden über Zukunft von Bürgermeister,"Die Bürgerinnen und Bürger von Zehdenick (Oberhavel) entscheiden am Sonntag über die Zukunft des parteilosen Bürgermeisters Alexander Kretzschmar. Kretzschmar war im März vergangenen Jahres in einer Stichwahl zum neuen Rathauschef der Stadt mit rund 13.000 Einwohnern und Einwohnerinnen gewählt worden. Der Polizist setzte sich gegen AfD-Kandidat René Stadtkewitz durch. Nach nur wenigen Tagen im Amt meldete sich Kretzschmar dann krank. Bis heute ist er dienstunfähig.

Rund 11.300 Menschen sind wahlberechtigt

Im Oktober hatten die Stadtverordneten dann ""fraktionsübergreifend und mit großer Mehrheit"" das Abwahlverfahren gegen Kretzschmar eingeleitet. Ende November wurde der Beschluss zur Abwahl einstimmig gefasst. Danach war Kretzschmar am Zug: Innerhalb einer Woche hätte er die Abwahl annehmen oder ablehnen können. Er reagierte nach Angaben von Stadtsprecher André Ullmann aber gar nicht und ließ die Frist verstreichen. Daher haben nun die Zehdenickerinnen und Zehdenicker das letzte Wort. Beim Bürgerentscheid am Sonntag werden rund 11.300 Menschen wahlberechtigt sein. Zur Urne werden nur die gebeten, die gegen Kretzschmar sind. Er ist abgewählt, wenn mehr als 2.800 Menschen (Quorum) g",Politik,0.5467838
dc60b7fb-34f4-43fb-a897-a8d459da31ed,Schule auf der Veddel für 32 Milllionen Euro saniert,"Die Hamburger Schulbehörde hat die knapp 100 Jahre alte Schule auf der Veddel saniert. Die Stadt investierte in das denkmalgeschützte Gebäude etwa 32 Millionen Euro.

Bei der feierlichen Wiedereröffnung der Schule am Montag auf der Veddel betonte Bildungssenatorin Ksenija Bekeris (SPD) die besondere Bedeutung für den Stadtteil. Es handelt sich um die einzige Schule auf der Veddel. In dem Gebäude sind eine Stadtteil- und eine Grundschule untergebracht. Sie hat Platz für 480 Schülerinnen und Schüler.

Zweieinhalb Jahre im Ausweichquartier enden

Zweieinhalb Jahre war die Schulgemeinschaft während der Sanierung in einem Ausweich-Quartier untergebracht. Vor kurzem erhielt die Schule bereits eine neue Mensa für etwa vier Millionen Euro.

Schulpläne von Fritz Schumacher

Das historische Schulgebäude entstand in den Jahren 1929 bis 1932. Die Pläne stammten vom damaligen Oberbaudirektor Fritz Schumacher. Das Gebäude war die größte vom Architektur-Stil ""Neues Bauen"" beeinflusste Volksschule in Hamburg",Infrastruktur,0.38485909
tagesschau_fm-story-id-openmediatest/radiobremen.de/openmedia/2_1692258-nimex,Mehr Sauberkeit und Sicherheit verspricht die Bahn auch für Bremen,"Die Deutsche Bahn plant häufigere Streifen und Reinigung. Das Ziel: Die Fahrgäste sollen zufriedener sein. Die Bahn startet das Sofortprogramm an insgesamt 25 Bahnhöfen.

Von Jens Otto

Mit dem kurzfristigen Sofortprogramm reagiert die Bahn auf entsprechende Forderungen des Bundesverkehrsministers Patrick Schnieder (CDU). Der Bund fordert von der Bahn, mehr für die Zufriedenheit der Fahrgäste zu tun – dafür will die Deutsche Bahn ab sofort mit mehr Sicherheitspersonal, häufigerer Reinigung und schnelleren Reparaturen an Bahnhöfen sorgen.

25 Städte wurden zum Start des Programms ausgewählt, darunter neben Berlin, Hamburg und Hannover auch Bremen. Hier sollen häufiger Sicherheitskräfte Streife laufen.

Kleinere Schäden sollen schnell repariert werden

Außerdem will die Bahn besonders intensiv reinigen, unter anderem Bahnsteige und Treppen – und neue mobile Handwerksteams sollen bundesweit zum Einsatz kommen, um schneller kleinere Schäden zu reparieren.

Ziele des Programms sind laut Bahn ein sauberes Erscheinungsbild der Bahnhöfe und ein besseres Sicherheitsempfinden der Fahrgäste.  Dafür sollen auch mehr Bahnhöfe mit Kameras und Videotechnik ausgestattet werden, heißt es seitens de",Infrastruktur,0.5469806
d9ce7e0a-93e1-4824-8350-055c433a28c9,Landkreis Wesermarsch plant Moorschutzprojekt im Ipweger Moor,"Das Projekt soll zeigen, dass Moor- und Klimaschutz in Einklang mit der Landwirtschaft gelingen können.

Der Landkreis Wesermarsch will das Ipweger Moor nordöstlich von Oldenburg besser schützen - und große Teile wiedervernässen. Die Verantwortlichen sprechen von einem der bedeutendsten Moor- und Klimaschutzvorhaben im Nordwesten. Der Landkreis hat nun einen entsprechenden Förderantrag im Landwirtschaftsministerium gestellt. Den Angaben zufolge sollen 5.000 des insgesamt rund 8.500 Hektar großen Gebietes wiedervernässt werden. Dabei solle das Moor weiter wirtschaftlich genutzt werden können, heißt es. Der Landkreis Wesermarsch verspricht sich vor allem dadurch Erfolg, dass die Flurbereinigung einfacher wird - also Flächen getauscht oder neu geordnet werden.",Infrastruktur,0.36521864
71f3db16-e638-431f-9967-5093ba08e214,"""Ich hoffe, sie antwortet""","Die Proteste und die Gewalt des Regimes in Iran bewegen die iranische Community in Deutschland. Auch eine Familie aus Rheinland-Pfalz blickt mit Stolz und Angst auf die Proteste.

Von Lucretia Gather, und Christian Stracke, SWR

""Ich hoffe, dass sie antwortet, wirklich!"" Dhia Sharhani sitzt in seinem Wohnzimmer im rheinland-pfälzischen Wallhausen, einem kleinen Ort im Landkreis Bad Kreuznach an der Nahe. Er versucht, die Schwester seiner Frau ans Telefon zu bekommen. Man spürt, wie angespannt der 45-Jährige ist. Zum Zeitpunkt des ersten Gesprächs mit dem SWR versucht er schon seit mehr als einer Woche, seine Schwägerin im Iran zu erreichen.

""Die Schwester meiner Frau heißt Hanna"", erzählt er. Erst kürzlich habe sie ein Kind bekommen. ""Wir waren so glücklich. Ein neues Baby in unserer Familie, das war toll! Aber auf einmal nichts mehr, und das tut uns wirklich weh, besonders meiner Frau."" Sharhani hat Tränen in den Augen. Während im Hintergrund der Fernseher mit Nachrichten läuft, beschreibt er, wie er ""tausendmal am Tag"" versucht, seine Schwägerin ans Telefon zu bekommen.

Vor ihm auf dem Tisch liegen drei Handys. Eins mit deutscher SIM-Karte, zwei mit ausländischen Karten. Doch e",Politik,0.4943114
